,File_path,Emotion
4042,./Audios\Dataset\1050_IWL_HAP_XX.wav,happy
4043,./Audios\Dataset\1050_IWL_NEU_XX.wav,neutral
4044,./Audios\Dataset\1050_IWL_SAD_XX.wav,sad
4045,./Audios\Dataset\1050_IWW_ANG_XX.wav,angry
4046,./Audios\Dataset\1050_IWW_DIS_XX.wav,disgust
4047,./Audios\Dataset\1050_IWW_FEA_XX.wav,fear
4048,./Audios\Dataset\1050_IWW_HAP_XX.wav,happy
4049,./Audios\Dataset\1050_IWW_NEU_XX.wav,neutral
4050,./Audios\Dataset\1050_IWW_SAD_XX.wav,sad
4051,./Audios\Dataset\1050_MTI_ANG_XX.wav,angry
4052,./Audios\Dataset\1050_MTI_DIS_XX.wav,disgust
4053,./Audios\Dataset\1050_MTI_FEA_XX.wav,fear
4054,./Audios\Dataset\1050_MTI_HAP_XX.wav,happy
4055,./Audios\Dataset\1050_MTI_NEU_XX.wav,neutral
4056,./Audios\Dataset\1050_MTI_SAD_XX.wav,sad
4057,./Audios\Dataset\1050_TAI_ANG_XX.wav,angry
4058,./Audios\Dataset\1050_TAI_DIS_XX.wav,disgust
4059,./Audios\Dataset\1050_TAI_FEA_XX.wav,fear
4060,./Audios\Dataset\1050_TAI_HAP_XX.wav,happy
4061,./Audios\Dataset\1050_TAI_NEU_XX.wav,neutral
4062,./Audios\Dataset\1050_TAI_SAD_XX.wav,sad
4063,./Audios\Dataset\1050_TIE_ANG_XX.wav,angry
4064,./Audios\Dataset\1050_TIE_DIS_XX.wav,disgust
4065,./Audios\Dataset\1050_TIE_FEA_XX.wav,fear
4066,./Audios\Dataset\1050_TIE_HAP_XX.wav,happy
4067,./Audios\Dataset\1050_TIE_NEU_XX.wav,neutral
4068,./Audios\Dataset\1050_TIE_SAD_XX.wav,sad
4069,./Audios\Dataset\1050_TSI_ANG_XX.wav,angry
4070,./Audios\Dataset\1050_TSI_DIS_XX.wav,disgust
4071,./Audios\Dataset\1050_TSI_FEA_XX.wav,fear
4072,./Audios\Dataset\1050_TSI_HAP_XX.wav,happy
4073,./Audios\Dataset\1050_TSI_NEU_XX.wav,neutral
4074,./Audios\Dataset\1050_TSI_SAD_XX.wav,sad
4075,./Audios\Dataset\1050_WSI_ANG_XX.wav,angry
4076,./Audios\Dataset\1050_WSI_DIS_XX.wav,disgust
4077,./Audios\Dataset\1050_WSI_FEA_XX.wav,fear
4078,./Audios\Dataset\1050_WSI_HAP_XX.wav,happy
4079,./Audios\Dataset\1050_WSI_NEU_XX.wav,neutral
4080,./Audios\Dataset\1050_WSI_SAD_XX.wav,sad
4081,./Audios\Dataset\1051_DFA_ANG_XX.wav,angry
4082,./Audios\Dataset\1051_DFA_DIS_XX.wav,disgust
4083,./Audios\Dataset\1051_DFA_FEA_XX.wav,fear
4084,./Audios\Dataset\1051_DFA_HAP_XX.wav,happy
4085,./Audios\Dataset\1051_DFA_NEU_XX.wav,neutral
4086,./Audios\Dataset\1051_DFA_SAD_XX.wav,sad
4087,./Audios\Dataset\1051_IEO_ANG_HI.wav,angry
4088,./Audios\Dataset\1051_IEO_ANG_LO.wav,angry
4089,./Audios\Dataset\1051_IEO_ANG_MD.wav,angry
4090,./Audios\Dataset\1051_IEO_DIS_HI.wav,disgust
4091,./Audios\Dataset\1051_IEO_DIS_LO.wav,disgust
4092,./Audios\Dataset\1051_IEO_DIS_MD.wav,disgust
4093,./Audios\Dataset\1051_IEO_FEA_HI.wav,fear
4094,./Audios\Dataset\1051_IEO_FEA_LO.wav,fear
4095,./Audios\Dataset\1051_IEO_FEA_MD.wav,fear
4096,./Audios\Dataset\1051_IEO_HAP_HI.wav,happy
4097,./Audios\Dataset\1051_IEO_HAP_LO.wav,happy
4098,./Audios\Dataset\1051_IEO_HAP_MD.wav,happy
4099,./Audios\Dataset\1051_IEO_NEU_XX.wav,neutral
4100,./Audios\Dataset\1051_IEO_SAD_HI.wav,sad
4101,./Audios\Dataset\1051_IEO_SAD_LO.wav,sad
4102,./Audios\Dataset\1051_IEO_SAD_MD.wav,sad
4103,./Audios\Dataset\1051_IOM_ANG_XX.wav,angry
4104,./Audios\Dataset\1051_IOM_DIS_XX.wav,disgust
4105,./Audios\Dataset\1051_IOM_FEA_XX.wav,fear
4106,./Audios\Dataset\1051_IOM_HAP_XX.wav,happy
4107,./Audios\Dataset\1051_IOM_NEU_XX.wav,neutral
4108,./Audios\Dataset\1051_IOM_SAD_XX.wav,sad
4109,./Audios\Dataset\1051_ITH_ANG_XX.wav,angry
4110,./Audios\Dataset\1051_ITH_DIS_XX.wav,disgust
4111,./Audios\Dataset\1051_ITH_FEA_XX.wav,fear
4112,./Audios\Dataset\1051_ITH_HAP_XX.wav,happy
4113,./Audios\Dataset\1051_ITH_NEU_XX.wav,neutral
4114,./Audios\Dataset\1051_ITH_SAD_XX.wav,sad
4115,./Audios\Dataset\1051_ITS_ANG_XX.wav,angry
4116,./Audios\Dataset\1051_ITS_DIS_XX.wav,disgust
4117,./Audios\Dataset\1051_ITS_FEA_XX.wav,fear
4118,./Audios\Dataset\1051_ITS_HAP_XX.wav,happy
4119,./Audios\Dataset\1051_ITS_NEU_XX.wav,neutral
4120,./Audios\Dataset\1051_ITS_SAD_XX.wav,sad
4121,./Audios\Dataset\1051_IWL_ANG_XX.wav,angry
4122,./Audios\Dataset\1051_IWL_DIS_XX.wav,disgust
4123,./Audios\Dataset\1051_IWL_FEA_XX.wav,fear
4124,./Audios\Dataset\1051_IWL_HAP_XX.wav,happy
4125,./Audios\Dataset\1051_IWL_NEU_XX.wav,neutral
4126,./Audios\Dataset\1051_IWL_SAD_XX.wav,sad
4127,./Audios\Dataset\1051_IWW_ANG_XX.wav,angry
4128,./Audios\Dataset\1051_IWW_DIS_XX.wav,disgust
4129,./Audios\Dataset\1051_IWW_FEA_XX.wav,fear
4130,./Audios\Dataset\1051_IWW_HAP_XX.wav,happy
4131,./Audios\Dataset\1051_IWW_NEU_XX.wav,neutral
4132,./Audios\Dataset\1051_IWW_SAD_XX.wav,sad
4133,./Audios\Dataset\1051_MTI_ANG_XX.wav,angry
4134,./Audios\Dataset\1051_MTI_DIS_XX.wav,disgust
4135,./Audios\Dataset\1051_MTI_FEA_XX.wav,fear
4136,./Audios\Dataset\1051_MTI_HAP_XX.wav,happy
4137,./Audios\Dataset\1051_MTI_NEU_XX.wav,neutral
4138,./Audios\Dataset\1051_MTI_SAD_XX.wav,sad
4139,./Audios\Dataset\1051_TAI_ANG_XX.wav,angry
4140,./Audios\Dataset\1051_TAI_DIS_XX.wav,disgust
4141,./Audios\Dataset\1051_TAI_FEA_XX.wav,fear
4142,./Audios\Dataset\1051_TAI_HAP_XX.wav,happy
4143,./Audios\Dataset\1051_TAI_NEU_XX.wav,neutral
4144,./Audios\Dataset\1051_TAI_SAD_XX.wav,sad
4145,./Audios\Dataset\1051_TIE_ANG_XX.wav,angry
4146,./Audios\Dataset\1051_TIE_DIS_XX.wav,disgust
4147,./Audios\Dataset\1051_TIE_FEA_XX.wav,fear
4148,./Audios\Dataset\1051_TIE_HAP_XX.wav,happy
4149,./Audios\Dataset\1051_TIE_NEU_XX.wav,neutral
4150,./Audios\Dataset\1051_TIE_SAD_XX.wav,sad
4151,./Audios\Dataset\1051_TSI_ANG_XX.wav,angry
4152,./Audios\Dataset\1051_TSI_DIS_XX.wav,disgust
4153,./Audios\Dataset\1051_TSI_FEA_XX.wav,fear
4154,./Audios\Dataset\1051_TSI_HAP_XX.wav,happy
4155,./Audios\Dataset\1051_TSI_NEU_XX.wav,neutral
4156,./Audios\Dataset\1051_TSI_SAD_XX.wav,sad
4157,./Audios\Dataset\1051_WSI_ANG_XX.wav,angry
4158,./Audios\Dataset\1051_WSI_DIS_XX.wav,disgust
4159,./Audios\Dataset\1051_WSI_FEA_XX.wav,fear
4160,./Audios\Dataset\1051_WSI_HAP_XX.wav,happy
4161,./Audios\Dataset\1051_WSI_NEU_XX.wav,neutral
4162,./Audios\Dataset\1051_WSI_SAD_XX.wav,sad
4163,./Audios\Dataset\1052_DFA_ANG_XX.wav,angry
4164,./Audios\Dataset\1052_DFA_DIS_XX.wav,disgust
4165,./Audios\Dataset\1052_DFA_FEA_XX.wav,fear
4166,./Audios\Dataset\1052_DFA_HAP_XX.wav,happy
4167,./Audios\Dataset\1052_DFA_NEU_XX.wav,neutral
4168,./Audios\Dataset\1052_DFA_SAD_XX.wav,sad
4169,./Audios\Dataset\1052_IEO_ANG_HI.wav,angry
4170,./Audios\Dataset\1052_IEO_ANG_LO.wav,angry
4171,./Audios\Dataset\1052_IEO_ANG_MD.wav,angry
4172,./Audios\Dataset\1052_IEO_DIS_HI.wav,disgust
4173,./Audios\Dataset\1052_IEO_DIS_LO.wav,disgust
4174,./Audios\Dataset\1052_IEO_DIS_MD.wav,disgust
4175,./Audios\Dataset\1052_IEO_FEA_HI.wav,fear
4176,./Audios\Dataset\1052_IEO_FEA_LO.wav,fear
4177,./Audios\Dataset\1052_IEO_FEA_MD.wav,fear
4178,./Audios\Dataset\1052_IEO_HAP_HI.wav,happy
4179,./Audios\Dataset\1052_IEO_HAP_LO.wav,happy
4180,./Audios\Dataset\1052_IEO_HAP_MD.wav,happy
4181,./Audios\Dataset\1052_IEO_NEU_XX.wav,neutral
4182,./Audios\Dataset\1052_IEO_SAD_HI.wav,sad
4183,./Audios\Dataset\1052_IEO_SAD_LO.wav,sad
4184,./Audios\Dataset\1052_IEO_SAD_MD.wav,sad
4185,./Audios\Dataset\1052_IOM_ANG_XX.wav,angry
4186,./Audios\Dataset\1052_IOM_DIS_XX.wav,disgust
4187,./Audios\Dataset\1052_IOM_FEA_XX.wav,fear
4188,./Audios\Dataset\1052_IOM_HAP_XX.wav,happy
4189,./Audios\Dataset\1052_IOM_NEU_XX.wav,neutral
4190,./Audios\Dataset\1052_IOM_SAD_XX.wav,sad
4191,./Audios\Dataset\1052_ITH_ANG_XX.wav,angry
4192,./Audios\Dataset\1052_ITH_DIS_XX.wav,disgust
4193,./Audios\Dataset\1052_ITH_FEA_XX.wav,fear
4194,./Audios\Dataset\1052_ITH_HAP_XX.wav,happy
4195,./Audios\Dataset\1052_ITH_NEU_XX.wav,neutral
4196,./Audios\Dataset\1052_ITH_SAD_XX.wav,sad
4197,./Audios\Dataset\1052_ITS_ANG_XX.wav,angry
4198,./Audios\Dataset\1052_ITS_DIS_XX.wav,disgust
4199,./Audios\Dataset\1052_ITS_FEA_XX.wav,fear
4200,./Audios\Dataset\1052_ITS_HAP_XX.wav,happy
4201,./Audios\Dataset\1052_ITS_NEU_XX.wav,neutral
4202,./Audios\Dataset\1052_ITS_SAD_XX.wav,sad
4203,./Audios\Dataset\1052_IWL_ANG_XX.wav,angry
4204,./Audios\Dataset\1052_IWL_DIS_XX.wav,disgust
4205,./Audios\Dataset\1052_IWL_FEA_XX.wav,fear
4206,./Audios\Dataset\1052_IWL_HAP_XX.wav,happy
4207,./Audios\Dataset\1052_IWL_NEU_XX.wav,neutral
4208,./Audios\Dataset\1052_IWL_SAD_XX.wav,sad
4209,./Audios\Dataset\1052_IWW_ANG_XX.wav,angry
4210,./Audios\Dataset\1052_IWW_DIS_XX.wav,disgust
4211,./Audios\Dataset\1052_IWW_FEA_XX.wav,fear
4212,./Audios\Dataset\1052_IWW_HAP_XX.wav,happy
4213,./Audios\Dataset\1052_IWW_NEU_XX.wav,neutral
4214,./Audios\Dataset\1052_IWW_SAD_XX.wav,sad
4215,./Audios\Dataset\1052_MTI_ANG_XX.wav,angry
4216,./Audios\Dataset\1052_MTI_DIS_XX.wav,disgust
4217,./Audios\Dataset\1052_MTI_FEA_XX.wav,fear
4218,./Audios\Dataset\1052_MTI_HAP_XX.wav,happy
4219,./Audios\Dataset\1052_MTI_NEU_XX.wav,neutral
4220,./Audios\Dataset\1052_MTI_SAD_XX.wav,sad
4221,./Audios\Dataset\1052_TAI_ANG_XX.wav,angry
4222,./Audios\Dataset\1052_TAI_DIS_XX.wav,disgust
4223,./Audios\Dataset\1052_TAI_FEA_XX.wav,fear
4224,./Audios\Dataset\1052_TAI_HAP_XX.wav,happy
4225,./Audios\Dataset\1052_TAI_NEU_XX.wav,neutral
4226,./Audios\Dataset\1052_TAI_SAD_XX.wav,sad
4227,./Audios\Dataset\1052_TIE_ANG_XX.wav,angry
4228,./Audios\Dataset\1052_TIE_DIS_XX.wav,disgust
4229,./Audios\Dataset\1052_TIE_FEA_XX.wav,fear
4230,./Audios\Dataset\1052_TIE_HAP_XX.wav,happy
4231,./Audios\Dataset\1052_TIE_NEU_XX.wav,neutral
4232,./Audios\Dataset\1052_TIE_SAD_XX.wav,sad
4233,./Audios\Dataset\1052_TSI_ANG_XX.wav,angry
4234,./Audios\Dataset\1052_TSI_DIS_XX.wav,disgust
4235,./Audios\Dataset\1052_TSI_FEA_XX.wav,fear
4236,./Audios\Dataset\1052_TSI_HAP_XX.wav,happy
4237,./Audios\Dataset\1052_TSI_NEU_XX.wav,neutral
4238,./Audios\Dataset\1052_TSI_SAD_XX.wav,sad
4239,./Audios\Dataset\1052_WSI_ANG_XX.wav,angry
4240,./Audios\Dataset\1052_WSI_DIS_XX.wav,disgust
4241,./Audios\Dataset\1052_WSI_FEA_XX.wav,fear
4242,./Audios\Dataset\1052_WSI_HAP_XX.wav,happy
4243,./Audios\Dataset\1052_WSI_NEU_XX.wav,neutral
4244,./Audios\Dataset\1052_WSI_SAD_XX.wav,sad
4245,./Audios\Dataset\1053_DFA_ANG_XX.wav,angry
4246,./Audios\Dataset\1053_DFA_DIS_XX.wav,disgust
4247,./Audios\Dataset\1053_DFA_FEA_XX.wav,fear
4248,./Audios\Dataset\1053_DFA_HAP_XX.wav,happy
4249,./Audios\Dataset\1053_DFA_NEU_XX.wav,neutral
4250,./Audios\Dataset\1053_DFA_SAD_XX.wav,sad
4251,./Audios\Dataset\1053_IEO_ANG_HI.wav,angry
4252,./Audios\Dataset\1053_IEO_ANG_LO.wav,angry
4253,./Audios\Dataset\1053_IEO_ANG_MD.wav,angry
4254,./Audios\Dataset\1053_IEO_DIS_HI.wav,disgust
4255,./Audios\Dataset\1053_IEO_DIS_LO.wav,disgust
4256,./Audios\Dataset\1053_IEO_DIS_MD.wav,disgust
4257,./Audios\Dataset\1053_IEO_FEA_HI.wav,fear
4258,./Audios\Dataset\1053_IEO_FEA_LO.wav,fear
4259,./Audios\Dataset\1053_IEO_FEA_MD.wav,fear
4260,./Audios\Dataset\1053_IEO_HAP_HI.wav,happy
4261,./Audios\Dataset\1053_IEO_HAP_LO.wav,happy
4262,./Audios\Dataset\1053_IEO_HAP_MD.wav,happy
4263,./Audios\Dataset\1053_IEO_NEU_XX.wav,neutral
4264,./Audios\Dataset\1053_IEO_SAD_HI.wav,sad
4265,./Audios\Dataset\1053_IEO_SAD_LO.wav,sad
4266,./Audios\Dataset\1053_IEO_SAD_MD.wav,sad
4267,./Audios\Dataset\1053_IOM_ANG_XX.wav,angry
4268,./Audios\Dataset\1053_IOM_DIS_XX.wav,disgust
4269,./Audios\Dataset\1053_IOM_FEA_XX.wav,fear
4270,./Audios\Dataset\1053_IOM_HAP_XX.wav,happy
4271,./Audios\Dataset\1053_IOM_NEU_XX.wav,neutral
4272,./Audios\Dataset\1053_IOM_SAD_XX.wav,sad
4273,./Audios\Dataset\1053_ITH_ANG_XX.wav,angry
4274,./Audios\Dataset\1053_ITH_DIS_XX.wav,disgust
4275,./Audios\Dataset\1053_ITH_FEA_XX.wav,fear
4276,./Audios\Dataset\1053_ITH_HAP_XX.wav,happy
4277,./Audios\Dataset\1053_ITH_NEU_XX.wav,neutral
4278,./Audios\Dataset\1053_ITH_SAD_XX.wav,sad
4279,./Audios\Dataset\1053_ITS_ANG_XX.wav,angry
4280,./Audios\Dataset\1053_ITS_DIS_XX.wav,disgust
4281,./Audios\Dataset\1053_ITS_FEA_XX.wav,fear
4282,./Audios\Dataset\1053_ITS_HAP_XX.wav,happy
4283,./Audios\Dataset\1053_ITS_NEU_XX.wav,neutral
4284,./Audios\Dataset\1053_ITS_SAD_XX.wav,sad
4285,./Audios\Dataset\1053_IWL_ANG_XX.wav,angry
4286,./Audios\Dataset\1053_IWL_DIS_XX.wav,disgust
4287,./Audios\Dataset\1053_IWL_FEA_XX.wav,fear
4288,./Audios\Dataset\1053_IWL_HAP_XX.wav,happy
4289,./Audios\Dataset\1053_IWL_NEU_XX.wav,neutral
4290,./Audios\Dataset\1053_IWL_SAD_XX.wav,sad
4291,./Audios\Dataset\1053_IWW_ANG_XX.wav,angry
4292,./Audios\Dataset\1053_IWW_DIS_XX.wav,disgust
4293,./Audios\Dataset\1053_IWW_FEA_XX.wav,fear
4294,./Audios\Dataset\1053_IWW_HAP_XX.wav,happy
4295,./Audios\Dataset\1053_IWW_NEU_XX.wav,neutral
4296,./Audios\Dataset\1053_IWW_SAD_XX.wav,sad
4297,./Audios\Dataset\1053_MTI_ANG_XX.wav,angry
4298,./Audios\Dataset\1053_MTI_DIS_XX.wav,disgust
4299,./Audios\Dataset\1053_MTI_FEA_XX.wav,fear
4300,./Audios\Dataset\1053_MTI_HAP_XX.wav,happy
4301,./Audios\Dataset\1053_MTI_NEU_XX.wav,neutral
4302,./Audios\Dataset\1053_MTI_SAD_XX.wav,sad
4303,./Audios\Dataset\1053_TAI_ANG_XX.wav,angry
4304,./Audios\Dataset\1053_TAI_DIS_XX.wav,disgust
4305,./Audios\Dataset\1053_TAI_FEA_XX.wav,fear
4306,./Audios\Dataset\1053_TAI_HAP_XX.wav,happy
4307,./Audios\Dataset\1053_TAI_NEU_XX.wav,neutral
4308,./Audios\Dataset\1053_TAI_SAD_XX.wav,sad
4309,./Audios\Dataset\1053_TIE_ANG_XX.wav,angry
4310,./Audios\Dataset\1053_TIE_DIS_XX.wav,disgust
4311,./Audios\Dataset\1053_TIE_FEA_XX.wav,fear
4312,./Audios\Dataset\1053_TIE_HAP_XX.wav,happy
4313,./Audios\Dataset\1053_TIE_NEU_XX.wav,neutral
4314,./Audios\Dataset\1053_TIE_SAD_XX.wav,sad
4315,./Audios\Dataset\1053_TSI_ANG_XX.wav,angry
4316,./Audios\Dataset\1053_TSI_DIS_XX.wav,disgust
4317,./Audios\Dataset\1053_TSI_FEA_XX.wav,fear
4318,./Audios\Dataset\1053_TSI_HAP_XX.wav,happy
4319,./Audios\Dataset\1053_TSI_NEU_XX.wav,neutral
4320,./Audios\Dataset\1053_TSI_SAD_XX.wav,sad
4321,./Audios\Dataset\1053_WSI_ANG_XX.wav,angry
4322,./Audios\Dataset\1053_WSI_DIS_XX.wav,disgust
4323,./Audios\Dataset\1053_WSI_FEA_XX.wav,fear
4324,./Audios\Dataset\1053_WSI_HAP_XX.wav,happy
4325,./Audios\Dataset\1053_WSI_NEU_XX.wav,neutral
4326,./Audios\Dataset\1053_WSI_SAD_XX.wav,sad
4327,./Audios\Dataset\1054_DFA_ANG_XX.wav,angry
4328,./Audios\Dataset\1054_DFA_DIS_XX.wav,disgust
4329,./Audios\Dataset\1054_DFA_FEA_XX.wav,fear
4330,./Audios\Dataset\1054_DFA_HAP_XX.wav,happy
4331,./Audios\Dataset\1054_DFA_NEU_XX.wav,neutral
4332,./Audios\Dataset\1054_DFA_SAD_XX.wav,sad
4333,./Audios\Dataset\1054_IEO_ANG_HI.wav,angry
4334,./Audios\Dataset\1054_IEO_ANG_LO.wav,angry
4335,./Audios\Dataset\1054_IEO_ANG_MD.wav,angry
4336,./Audios\Dataset\1054_IEO_DIS_HI.wav,disgust
4337,./Audios\Dataset\1054_IEO_DIS_LO.wav,disgust
4338,./Audios\Dataset\1054_IEO_DIS_MD.wav,disgust
4339,./Audios\Dataset\1054_IEO_FEA_HI.wav,fear
4340,./Audios\Dataset\1054_IEO_FEA_LO.wav,fear
4341,./Audios\Dataset\1054_IEO_FEA_MD.wav,fear
4342,./Audios\Dataset\1054_IEO_HAP_HI.wav,happy
4343,./Audios\Dataset\1054_IEO_HAP_LO.wav,happy
4344,./Audios\Dataset\1054_IEO_HAP_MD.wav,happy
4345,./Audios\Dataset\1054_IEO_NEU_XX.wav,neutral
4346,./Audios\Dataset\1054_IEO_SAD_HI.wav,sad
4347,./Audios\Dataset\1054_IEO_SAD_LO.wav,sad
4348,./Audios\Dataset\1054_IEO_SAD_MD.wav,sad
4349,./Audios\Dataset\1054_IOM_ANG_XX.wav,angry
4350,./Audios\Dataset\1054_IOM_DIS_XX.wav,disgust
4351,./Audios\Dataset\1054_IOM_FEA_XX.wav,fear
4352,./Audios\Dataset\1054_IOM_HAP_XX.wav,happy
4353,./Audios\Dataset\1054_IOM_NEU_XX.wav,neutral
4354,./Audios\Dataset\1054_IOM_SAD_XX.wav,sad
4355,./Audios\Dataset\1054_ITH_ANG_XX.wav,angry
4356,./Audios\Dataset\1054_ITH_DIS_XX.wav,disgust
4357,./Audios\Dataset\1054_ITH_FEA_XX.wav,fear
4358,./Audios\Dataset\1054_ITH_HAP_XX.wav,happy
4359,./Audios\Dataset\1054_ITH_NEU_XX.wav,neutral
4360,./Audios\Dataset\1054_ITH_SAD_XX.wav,sad
4361,./Audios\Dataset\1054_ITS_ANG_XX.wav,angry
4362,./Audios\Dataset\1054_ITS_DIS_XX.wav,disgust
4363,./Audios\Dataset\1054_ITS_FEA_XX.wav,fear
4364,./Audios\Dataset\1054_ITS_HAP_XX.wav,happy
4365,./Audios\Dataset\1054_ITS_NEU_XX.wav,neutral
4366,./Audios\Dataset\1054_ITS_SAD_XX.wav,sad
4367,./Audios\Dataset\1054_IWL_ANG_XX.wav,angry
4368,./Audios\Dataset\1054_IWL_DIS_XX.wav,disgust
4369,./Audios\Dataset\1054_IWL_FEA_XX.wav,fear
4370,./Audios\Dataset\1054_IWL_HAP_XX.wav,happy
4371,./Audios\Dataset\1054_IWL_NEU_XX.wav,neutral
4372,./Audios\Dataset\1054_IWL_SAD_XX.wav,sad
4373,./Audios\Dataset\1054_IWW_ANG_XX.wav,angry
4374,./Audios\Dataset\1054_IWW_DIS_XX.wav,disgust
4375,./Audios\Dataset\1054_IWW_FEA_XX.wav,fear
4376,./Audios\Dataset\1054_IWW_HAP_XX.wav,happy
4377,./Audios\Dataset\1054_IWW_NEU_XX.wav,neutral
4378,./Audios\Dataset\1054_IWW_SAD_XX.wav,sad
4379,./Audios\Dataset\1054_MTI_ANG_XX.wav,angry
4380,./Audios\Dataset\1054_MTI_DIS_XX.wav,disgust
4381,./Audios\Dataset\1054_MTI_FEA_XX.wav,fear
4382,./Audios\Dataset\1054_MTI_HAP_XX.wav,happy
4383,./Audios\Dataset\1054_MTI_NEU_XX.wav,neutral
4384,./Audios\Dataset\1054_MTI_SAD_XX.wav,sad
4385,./Audios\Dataset\1054_TAI_ANG_XX.wav,angry
4386,./Audios\Dataset\1054_TAI_DIS_XX.wav,disgust
4387,./Audios\Dataset\1054_TAI_FEA_XX.wav,fear
4388,./Audios\Dataset\1054_TAI_HAP_XX.wav,happy
4389,./Audios\Dataset\1054_TAI_NEU_XX.wav,neutral
4390,./Audios\Dataset\1054_TAI_SAD_XX.wav,sad
4391,./Audios\Dataset\1054_TIE_ANG_XX.wav,angry
4392,./Audios\Dataset\1054_TIE_DIS_XX.wav,disgust
4393,./Audios\Dataset\1054_TIE_FEA_XX.wav,fear
4394,./Audios\Dataset\1054_TIE_HAP_XX.wav,happy
4395,./Audios\Dataset\1054_TIE_NEU_XX.wav,neutral
4396,./Audios\Dataset\1054_TIE_SAD_XX.wav,sad
4397,./Audios\Dataset\1054_TSI_ANG_XX.wav,angry
4398,./Audios\Dataset\1054_TSI_DIS_XX.wav,disgust
4399,./Audios\Dataset\1054_TSI_FEA_XX.wav,fear
4400,./Audios\Dataset\1054_TSI_HAP_XX.wav,happy
4401,./Audios\Dataset\1054_TSI_NEU_XX.wav,neutral
4402,./Audios\Dataset\1054_TSI_SAD_XX.wav,sad
4403,./Audios\Dataset\1054_WSI_ANG_XX.wav,angry
4404,./Audios\Dataset\1054_WSI_DIS_XX.wav,disgust
4405,./Audios\Dataset\1054_WSI_FEA_XX.wav,fear
4406,./Audios\Dataset\1054_WSI_HAP_XX.wav,happy
4407,./Audios\Dataset\1054_WSI_NEU_XX.wav,neutral
4408,./Audios\Dataset\1054_WSI_SAD_XX.wav,sad
4409,./Audios\Dataset\1055_DFA_ANG_XX.wav,angry
4410,./Audios\Dataset\1055_DFA_DIS_XX.wav,disgust
4411,./Audios\Dataset\1055_DFA_FEA_XX.wav,fear
4412,./Audios\Dataset\1055_DFA_HAP_XX.wav,happy
4413,./Audios\Dataset\1055_DFA_NEU_XX.wav,neutral
4414,./Audios\Dataset\1055_DFA_SAD_XX.wav,sad
4415,./Audios\Dataset\1055_IEO_ANG_HI.wav,angry
4416,./Audios\Dataset\1055_IEO_ANG_LO.wav,angry
4417,./Audios\Dataset\1055_IEO_ANG_MD.wav,angry
4418,./Audios\Dataset\1055_IEO_DIS_HI.wav,disgust
4419,./Audios\Dataset\1055_IEO_DIS_LO.wav,disgust
4420,./Audios\Dataset\1055_IEO_DIS_MD.wav,disgust
4421,./Audios\Dataset\1055_IEO_FEA_HI.wav,fear
4422,./Audios\Dataset\1055_IEO_FEA_LO.wav,fear
4423,./Audios\Dataset\1055_IEO_FEA_MD.wav,fear
4424,./Audios\Dataset\1055_IEO_HAP_HI.wav,happy
4425,./Audios\Dataset\1055_IEO_HAP_LO.wav,happy
4426,./Audios\Dataset\1055_IEO_HAP_MD.wav,happy
4427,./Audios\Dataset\1055_IEO_NEU_XX.wav,neutral
4428,./Audios\Dataset\1055_IEO_SAD_HI.wav,sad
4429,./Audios\Dataset\1055_IEO_SAD_LO.wav,sad
4430,./Audios\Dataset\1055_IEO_SAD_MD.wav,sad
4431,./Audios\Dataset\1055_IOM_ANG_XX.wav,angry
4432,./Audios\Dataset\1055_IOM_DIS_XX.wav,disgust
4433,./Audios\Dataset\1055_IOM_FEA_XX.wav,fear
4434,./Audios\Dataset\1055_IOM_HAP_XX.wav,happy
4435,./Audios\Dataset\1055_IOM_NEU_XX.wav,neutral
4436,./Audios\Dataset\1055_IOM_SAD_XX.wav,sad
4437,./Audios\Dataset\1055_ITH_ANG_XX.wav,angry
4438,./Audios\Dataset\1055_ITH_DIS_XX.wav,disgust
4439,./Audios\Dataset\1055_ITH_FEA_XX.wav,fear
4440,./Audios\Dataset\1055_ITH_HAP_XX.wav,happy
4441,./Audios\Dataset\1055_ITH_NEU_XX.wav,neutral
4442,./Audios\Dataset\1055_ITH_SAD_XX.wav,sad
4443,./Audios\Dataset\1055_ITS_ANG_XX.wav,angry
4444,./Audios\Dataset\1055_ITS_DIS_XX.wav,disgust
4445,./Audios\Dataset\1055_ITS_FEA_XX.wav,fear
4446,./Audios\Dataset\1055_ITS_HAP_XX.wav,happy
4447,./Audios\Dataset\1055_ITS_NEU_XX.wav,neutral
4448,./Audios\Dataset\1055_ITS_SAD_XX.wav,sad
4449,./Audios\Dataset\1055_IWL_ANG_XX.wav,angry
4450,./Audios\Dataset\1055_IWL_DIS_XX.wav,disgust
4451,./Audios\Dataset\1055_IWL_FEA_XX.wav,fear
4452,./Audios\Dataset\1055_IWL_HAP_XX.wav,happy
4453,./Audios\Dataset\1055_IWL_NEU_XX.wav,neutral
4454,./Audios\Dataset\1055_IWL_SAD_XX.wav,sad
4455,./Audios\Dataset\1055_IWW_ANG_XX.wav,angry
4456,./Audios\Dataset\1055_IWW_DIS_XX.wav,disgust
4457,./Audios\Dataset\1055_IWW_FEA_XX.wav,fear
4458,./Audios\Dataset\1055_IWW_HAP_XX.wav,happy
4459,./Audios\Dataset\1055_IWW_NEU_XX.wav,neutral
4460,./Audios\Dataset\1055_IWW_SAD_XX.wav,sad
